user,uuid,ts,category,action,label,value
187,e4fd31af-a55d-46dc-b65d-391342a95950,1623243305428,vis_32,/node_modules/vistorian-nodelink/web/index.html,Link,Mouse Over
187,e4fd31af-a55d-46dc-b65d-391342a95950,1623243305555,vis_32,/node_modules/vistorian-nodelink/web/index.html,Link,Mouse Over
187,e4fd31af-a55d-46dc-b65d-391342a95950,1623243305658,vis_30,/node_modules/vistorian-nodelink/web/index.html,Node,Mouse Over
187,e4fd31af-a55d-46dc-b65d-391342a95950,1623243305689,vis_32,/node_modules/vistorian-nodelink/web/index.html,Link,Mouse Over
187,e4fd31af-a55d-46dc-b65d-391342a95950,1623243305719,vis_32,/node_modules/vistorian-nodelink/web/index.html,Link,Mouse Over
187,e4fd31af-a55d-46dc-b65d-391342a95950,1623243305786,vis_32,/node_modules/vistorian-nodelink/web/index.html,Link,Mouse Over
187,e4fd31af-a55d-46dc-b65d-391342a95950,1623243305887,vis_32,/node_modules/vistorian-nodelink/web/index.html,Link,Mouse Over
187,e4fd31af-a55d-46dc-b65d-391342a95950,1623243306462,vis_32,/node_modules/vistorian-nodelink/web/index.html,Link,Mouse Over
187,e4fd31af-a55d-46dc-b65d-391342a95950,1623243306861,vis_32,/node_modules/vistorian-nodelink/web/index.html,Link,Mouse Over
187,e4fd31af-a55d-46dc-b65d-391342a95950,1623243306950,vis_32,/node_modules/vistorian-nodelink/web/index.html,Link,Mouse Over
187,e4fd31af-a55d-46dc-b65d-391342a95950,1623243307021,vis_32,/node_modules/vistorian-nodelink/web/index.html,Link,Mouse Over
187,e4fd31af-a55d-46dc-b65d-391342a95950,1623243307077,vis_32,/node_modules/vistorian-nodelink/web/index.html,Link,Mouse Over
187,e4fd31af-a55d-46dc-b65d-391342a95950,1623243307406,vis_32,/node_modules/vistorian-nodelink/web/index.html,Link,Mouse Over
187,e4fd31af-a55d-46dc-b65d-391342a95950,1623243307421,vis_32,/node_modules/vistorian-nodelink/web/index.html,Link,Mouse Over
187,e4fd31af-a55d-46dc-b65d-391342a95950,1623243307509,vis_32,/node_modules/vistorian-nodelink/web/index.html,Link,Mouse Over
187,e4fd31af-a55d-46dc-b65d-391342a95950,1623243307596,vis_32,/node_modules/vistorian-nodelink/web/index.html,Link,Mouse Over
187,e4fd31af-a55d-46dc-b65d-391342a95950,1623243307758,vis_32,/node_modules/vistorian-nodelink/web/index.html,Link,Mouse Over
187,e4fd31af-a55d-46dc-b65d-391342a95950,1623243307921,vis_32,/node_modules/vistorian-nodelink/web/index.html,Link,Mouse Over
187,e4fd31af-a55d-46dc-b65d-391342a95950,1623243308086,vis_32,/node_modules/vistorian-nodelink/web/index.html,Link,Mouse Over
187,e4fd31af-a55d-46dc-b65d-391342a95950,1623243308174,vis_32,/node_modules/vistorian-nodelink/web/index.html,Link,Mouse Over
187,e4fd31af-a55d-46dc-b65d-391342a95950,1623243308263,vis_32,/node_modules/vistorian-nodelink/web/index.html,Link,Mouse Over
187,e4fd31af-a55d-46dc-b65d-391342a95950,1623243308351,vis_32,/node_modules/vistorian-nodelink/web/index.html,Link,Mouse Over
187,e4fd31af-a55d-46dc-b65d-391342a95950,1623243308438,vis_32,/node_modules/vistorian-nodelink/web/index.html,Link,Mouse Over
187,e4fd31af-a55d-46dc-b65d-391342a95950,1623243308527,vis_32,/node_modules/vistorian-nodelink/web/index.html,Link,Mouse Over
187,e4fd31af-a55d-46dc-b65d-391342a95950,1623243308615,vis_32,/node_modules/vistorian-nodelink/web/index.html,Link,Mouse Over
187,e4fd31af-a55d-46dc-b65d-391342a95950,1623243308751,vis_32,/node_modules/vistorian-nodelink/web/index.html,Link,Mouse Over
187,e4fd31af-a55d-46dc-b65d-391342a95950,1623243308837,vis_32,/node_modules/vistorian-nodelink/web/index.html,Link,Mouse Over
187,e4fd31af-a55d-46dc-b65d-391342a95950,1623243308930,vis_32,/node_modules/vistorian-nodelink/web/index.html,Link,Mouse Over
187,e4fd31af-a55d-46dc-b65d-391342a95950,1623243309111,vis_32,/node_modules/vistorian-nodelink/web/index.html,Link,Mouse Over
187,e4fd31af-a55d-46dc-b65d-391342a95950,1623243311795,vis_32,/node_modules/vistorian-nodelink/web/index.html,Link,Mouse Over
187,e4fd31af-a55d-46dc-b65d-391342a95950,1623243312011,vis_32,/node_modules/vistorian-nodelink/web/index.html,Link,Mouse Over
187,e4fd31af-a55d-46dc-b65d-391342a95950,1623243312097,vis_32,/node_modules/vistorian-nodelink/web/index.html,Link,Mouse Over
187,e4fd31af-a55d-46dc-b65d-391342a95950,1623243312262,vis_32,/node_modules/vistorian-nodelink/web/index.html,Link,Mouse Over
187,e4fd31af-a55d-46dc-b65d-391342a95950,1623243312411,vis_32,/node_modules/vistorian-nodelink/web/index.html,Link,Mouse Over
187,e4fd31af-a55d-46dc-b65d-391342a95950,1623243312592,vis_32,/node_modules/vistorian-nodelink/web/index.html,Link,Mouse Over
187,e4fd31af-a55d-46dc-b65d-391342a95950,1623243312649,vis_32,/node_modules/vistorian-nodelink/web/index.html,Link,Mouse Over
187,e4fd31af-a55d-46dc-b65d-391342a95950,1623243312666,vis_32,/node_modules/vistorian-nodelink/web/index.html,Link,Mouse Over
187,e4fd31af-a55d-46dc-b65d-391342a95950,1623243312678,vis_32,/node_modules/vistorian-nodelink/web/index.html,Link,Mouse Over
187,e4fd31af-a55d-46dc-b65d-391342a95950,1623243312687,vis_32,/node_modules/vistorian-nodelink/web/index.html,Link,Mouse Over
187,e4fd31af-a55d-46dc-b65d-391342a95950,1623243312697,vis_32,/node_modules/vistorian-nodelink/web/index.html,Link,Mouse Over
187,e4fd31af-a55d-46dc-b65d-391342a95950,1623243312707,vis_32,/node_modules/vistorian-nodelink/web/index.html,Link,Mouse Over
187,e4fd31af-a55d-46dc-b65d-391342a95950,1623243312718,vis_32,/node_modules/vistorian-nodelink/web/index.html,Link,Mouse Over
187,e4fd31af-a55d-46dc-b65d-391342a95950,1623243312727,vis_32,/node_modules/vistorian-nodelink/web/index.html,Link,Mouse Over
187,e4fd31af-a55d-46dc-b65d-391342a95950,1623243312740,vis_32,/node_modules/vistorian-nodelink/web/index.html,Link,Mouse Over
187,e4fd31af-a55d-46dc-b65d-391342a95950,1623243312751,vis_32,/node_modules/vistorian-nodelink/web/index.html,Link,Mouse Over
187,e4fd31af-a55d-46dc-b65d-391342a95950,1623243312760,vis_32,/node_modules/vistorian-nodelink/web/index.html,Link,Mouse Over
187,e4fd31af-a55d-46dc-b65d-391342a95950,1623243312771,vis_32,/node_modules/vistorian-nodelink/web/index.html,Link,Mouse Over
187,e4fd31af-a55d-46dc-b65d-391342a95950,1623243312779,vis_32,/node_modules/vistorian-nodelink/web/index.html,Link,Mouse Over
187,e4fd31af-a55d-46dc-b65d-391342a95950,1623243312791,vis_32,/node_modules/vistorian-nodelink/web/index.html,Link,Mouse Over
187,e4fd31af-a55d-46dc-b65d-391342a95950,1623243312799,vis_32,/node_modules/vistorian-nodelink/web/index.html,Link,Mouse Over
187,e4fd31af-a55d-46dc-b65d-391342a95950,1623243312812,vis_32,/node_modules/vistorian-nodelink/web/index.html,Link,Mouse Over
187,e4fd31af-a55d-46dc-b65d-391342a95950,1623243312824,vis_32,/node_modules/vistorian-nodelink/web/index.html,Link,Mouse Over
187,e4fd31af-a55d-46dc-b65d-391342a95950,1623243312833,vis_32,/node_modules/vistorian-nodelink/web/index.html,Link,Mouse Over
187,e4fd31af-a55d-46dc-b65d-391342a95950,1623243312843,vis_32,/node_modules/vistorian-nodelink/web/index.html,Link,Mouse Over
187,e4fd31af-a55d-46dc-b65d-391342a95950,1623243312851,vis_32,/node_modules/vistorian-nodelink/web/index.html,Link,Mouse Over
187,e4fd31af-a55d-46dc-b65d-391342a95950,1623243312890,vis_32,/node_modules/vistorian-nodelink/web/index.html,Link,Mouse Over
187,e4fd31af-a55d-46dc-b65d-391342a95950,1623243312898,vis_32,/node_modules/vistorian-nodelink/web/index.html,Link,Mouse Over
187,e4fd31af-a55d-46dc-b65d-391342a95950,1623243312967,vis_31,/node_modules/vistorian-nodelink/web/index.html,Link,Click
187,e4fd31af-a55d-46dc-b65d-391342a95950,1623243313106,vis_32,/node_modules/vistorian-nodelink/web/index.html,Link,Mouse Over
187,e4fd31af-a55d-46dc-b65d-391342a95950,1623243313194,vis_32,/node_modules/vistorian-nodelink/web/index.html,Link,Mouse Over
187,e4fd31af-a55d-46dc-b65d-391342a95950,1623243313354,vis_32,/node_modules/vistorian-nodelink/web/index.html,Link,Mouse Over
187,e4fd31af-a55d-46dc-b65d-391342a95950,1623243313433,vis_32,/node_modules/vistorian-nodelink/web/index.html,Link,Mouse Over
187,e4fd31af-a55d-46dc-b65d-391342a95950,1623243313539,vis_32,/node_modules/vistorian-nodelink/web/index.html,Link,Mouse Over
187,e4fd31af-a55d-46dc-b65d-391342a95950,1623243314078,vis_32,/node_modules/vistorian-nodelink/web/index.html,Link,Mouse Over
187,e4fd31af-a55d-46dc-b65d-391342a95950,1623243314165,vis_32,/node_modules/vistorian-nodelink/web/index.html,Link,Mouse Over
187,e4fd31af-a55d-46dc-b65d-391342a95950,1623243314181,vis_32,/node_modules/vistorian-nodelink/web/index.html,Link,Mouse Over
187,e4fd31af-a55d-46dc-b65d-391342a95950,1623243314192,vis_32,/node_modules/vistorian-nodelink/web/index.html,Link,Mouse Over
187,e4fd31af-a55d-46dc-b65d-391342a95950,1623243314316,vis_32,/node_modules/vistorian-nodelink/web/index.html,Link,Mouse Over
187,e4fd31af-a55d-46dc-b65d-391342a95950,1623243314407,vis_30,/node_modules/vistorian-nodelink/web/index.html,Node,Mouse Over
187,e4fd31af-a55d-46dc-b65d-391342a95950,1623243314531,vis_30,/node_modules/vistorian-nodelink/web/index.html,Node,Mouse Over
187,e4fd31af-a55d-46dc-b65d-391342a95950,1623243314654,vis_32,/node_modules/vistorian-nodelink/web/index.html,Link,Mouse Over
187,e4fd31af-a55d-46dc-b65d-391342a95950,1623243314710,vis_32,/node_modules/vistorian-nodelink/web/index.html,Link,Mouse Over
187,e4fd31af-a55d-46dc-b65d-391342a95950,1623243314738,vis_32,/node_modules/vistorian-nodelink/web/index.html,Link,Mouse Over
187,e4fd31af-a55d-46dc-b65d-391342a95950,1623243315245,vis_32,/node_modules/vistorian-nodelink/web/index.html,Link,Mouse Over
187,e4fd31af-a55d-46dc-b65d-391342a95950,1623243315333,vis_32,/node_modules/vistorian-nodelink/web/index.html,Link,Mouse Over
187,e4fd31af-a55d-46dc-b65d-391342a95950,1623243315364,vis_32,/node_modules/vistorian-nodelink/web/index.html,Link,Mouse Over
187,e4fd31af-a55d-46dc-b65d-391342a95950,1623243315451,vis_32,/node_modules/vistorian-nodelink/web/index.html,Link,Mouse Over
187,e4fd31af-a55d-46dc-b65d-391342a95950,1623243315478,vis_32,/node_modules/vistorian-nodelink/web/index.html,Link,Mouse Over
187,e4fd31af-a55d-46dc-b65d-391342a95950,1623243315601,vis_30,/node_modules/vistorian-nodelink/web/index.html,Node,Mouse Over
187,e4fd31af-a55d-46dc-b65d-391342a95950,1623243315672,vis_32,/node_modules/vistorian-nodelink/web/index.html,Link,Mouse Over
187,e4fd31af-a55d-46dc-b65d-391342a95950,1623243315773,vis_32,/node_modules/vistorian-nodelink/web/index.html,Link,Mouse Over
187,e4fd31af-a55d-46dc-b65d-391342a95950,1623243315860,vis_32,/node_modules/vistorian-nodelink/web/index.html,Link,Mouse Over
187,e4fd31af-a55d-46dc-b65d-391342a95950,1623243315980,vis_32,/node_modules/vistorian-nodelink/web/index.html,Link,Mouse Over
187,e4fd31af-a55d-46dc-b65d-391342a95950,1623243316081,vis_32,/node_modules/vistorian-nodelink/web/index.html,Link,Mouse Over
187,e4fd31af-a55d-46dc-b65d-391342a95950,1623243316172,vis_32,/node_modules/vistorian-nodelink/web/index.html,Link,Mouse Over
187,e4fd31af-a55d-46dc-b65d-391342a95950,1623243316200,vis_32,/node_modules/vistorian-nodelink/web/index.html,Link,Mouse Over
187,e4fd31af-a55d-46dc-b65d-391342a95950,1623243316308,vis_32,/node_modules/vistorian-nodelink/web/index.html,Link,Mouse Over
187,e4fd31af-a55d-46dc-b65d-391342a95950,1623243316408,vis_32,/node_modules/vistorian-nodelink/web/index.html,Link,Mouse Over
187,e4fd31af-a55d-46dc-b65d-391342a95950,1623243316495,vis_32,/node_modules/vistorian-nodelink/web/index.html,Link,Mouse Over
187,e4fd31af-a55d-46dc-b65d-391342a95950,1623243316580,vis_32,/node_modules/vistorian-nodelink/web/index.html,Link,Mouse Over
187,e4fd31af-a55d-46dc-b65d-391342a95950,1623243316747,vis_32,/node_modules/vistorian-nodelink/web/index.html,Link,Mouse Over
187,e4fd31af-a55d-46dc-b65d-391342a95950,1623243317166,vis_32,/node_modules/vistorian-nodelink/web/index.html,Link,Mouse Over
187,e4fd31af-a55d-46dc-b65d-391342a95950,1623243317266,vis_32,/node_modules/vistorian-nodelink/web/index.html,Link,Mouse Over
187,e4fd31af-a55d-46dc-b65d-391342a95950,1623243317352,vis_32,/node_modules/vistorian-nodelink/web/index.html,Link,Mouse Over
187,e4fd31af-a55d-46dc-b65d-391342a95950,1623243317523,vis_32,/node_modules/vistorian-nodelink/web/index.html,Link,Mouse Over
187,e4fd31af-a55d-46dc-b65d-391342a95950,1623243317770,vis_32,/node_modules/vistorian-nodelink/web/index.html,Link,Mouse Over
187,e4fd31af-a55d-46dc-b65d-391342a95950,1623243317857,vis_32,/node_modules/vistorian-nodelink/web/index.html,Link,Mouse Over
187,e4fd31af-a55d-46dc-b65d-391342a95950,1623243318518,vis_32,/node_modules/vistorian-nodelink/web/index.html,Link,Mouse Over
187,e4fd31af-a55d-46dc-b65d-391342a95950,1623243318551,vis_32,/node_modules/vistorian-nodelink/web/index.html,Link,Mouse Over
187,e4fd31af-a55d-46dc-b65d-391342a95950,1623243318582,vis_32,/node_modules/vistorian-nodelink/web/index.html,Link,Mouse Over
187,e4fd31af-a55d-46dc-b65d-391342a95950,1623243318609,vis_32,/node_modules/vistorian-nodelink/web/index.html,Link,Mouse Over
187,e4fd31af-a55d-46dc-b65d-391342a95950,1623243318803,vis_32,/node_modules/vistorian-nodelink/web/index.html,Link,Mouse Over
187,e4fd31af-a55d-46dc-b65d-391342a95950,1623243318834,vis_32,/node_modules/vistorian-nodelink/web/index.html,Link,Mouse Over
187,e4fd31af-a55d-46dc-b65d-391342a95950,1623243319029,vis_32,/node_modules/vistorian-nodelink/web/index.html,Link,Mouse Over
187,e4fd31af-a55d-46dc-b65d-391342a95950,1623243319131,vis_32,/node_modules/vistorian-nodelink/web/index.html,Link,Mouse Over
187,e4fd31af-a55d-46dc-b65d-391342a95950,1623243319230,vis_32,/node_modules/vistorian-nodelink/web/index.html,Link,Mouse Over
187,e4fd31af-a55d-46dc-b65d-391342a95950,1623243323845,vis_30,/node_modules/vistorian-nodelink/web/index.html,Node,Mouse Over
187,e4fd31af-a55d-46dc-b65d-391342a95950,1623243323958,vis_32,/node_modules/vistorian-nodelink/web/index.html,Link,Mouse Over
187,e4fd31af-a55d-46dc-b65d-391342a95950,1623243324050,vis_32,/node_modules/vistorian-nodelink/web/index.html,Link,Mouse Over
187,e4fd31af-a55d-46dc-b65d-391342a95950,1623243324076,vis_32,/node_modules/vistorian-nodelink/web/index.html,Link,Mouse Over
187,e4fd31af-a55d-46dc-b65d-391342a95950,1623243324108,vis_32,/node_modules/vistorian-nodelink/web/index.html,Link,Mouse Over
187,e4fd31af-a55d-46dc-b65d-391342a95950,1623243324500,vis_32,/node_modules/vistorian-nodelink/web/index.html,Link,Mouse Over
187,e4fd31af-a55d-46dc-b65d-391342a95950,1623243324641,vis_32,/node_modules/vistorian-nodelink/web/index.html,Link,Mouse Over
187,e4fd31af-a55d-46dc-b65d-391342a95950,1623243333126,vis_4,/node_modules/vistorian-nodelink/web/index.html,Node Size,cx33.31110370123375
187,e4fd31af-a55d-46dc-b65d-391342a95950,1623243346926,vis_9,Node Link,selection-input_Labeling,0
187,e4fd31af-a55d-46dc-b65d-391342a95950,1623243348655,vis_9,Node Link,selection-input_Labeling,Chose Labeling:
187,e4fd31af-a55d-46dc-b65d-391342a95950,1623243348994,vis_32,/node_modules/vistorian-nodelink/web/index.html,Link,Mouse Over
187,e4fd31af-a55d-46dc-b65d-391342a95950,1623243349165,vis_32,/node_modules/vistorian-nodelink/web/index.html,Link,Mouse Over
187,e4fd31af-a55d-46dc-b65d-391342a95950,1623243349304,vis_32,/node_modules/vistorian-nodelink/web/index.html,Link,Mouse Over
187,e4fd31af-a55d-46dc-b65d-391342a95950,1623243349980,vis_32,/node_modules/vistorian-nodelink/web/index.html,Link,Mouse Over
187,e4fd31af-a55d-46dc-b65d-391342a95950,1623243350108,vis_32,/node_modules/vistorian-nodelink/web/index.html,Link,Mouse Over
187,e4fd31af-a55d-46dc-b65d-391342a95950,1623243350844,vis_32,/node_modules/vistorian-nodelink/web/index.html,Link,Mouse Over
187,e4fd31af-a55d-46dc-b65d-391342a95950,1623243352663,vis_9,Node Link,selection-input_Labeling,0
187,e4fd31af-a55d-46dc-b65d-391342a95950,1623243353045,vis_32,/node_modules/vistorian-nodelink/web/index.html,Link,Mouse Over
187,e4fd31af-a55d-46dc-b65d-391342a95950,1623243353445,vis_32,/node_modules/vistorian-nodelink/web/index.html,Link,Mouse Over
187,e4fd31af-a55d-46dc-b65d-391342a95950,1623243353532,vis_32,/node_modules/vistorian-nodelink/web/index.html,Link,Mouse Over
187,e4fd31af-a55d-46dc-b65d-391342a95950,1623243353634,vis_32,/node_modules/vistorian-nodelink/web/index.html,Link,Mouse Over
187,e4fd31af-a55d-46dc-b65d-391342a95950,1623243353664,vis_32,/node_modules/vistorian-nodelink/web/index.html,Link,Mouse Over
187,e4fd31af-a55d-46dc-b65d-391342a95950,1623243353799,vis_32,/node_modules/vistorian-nodelink/web/index.html,Link,Mouse Over
187,e4fd31af-a55d-46dc-b65d-391342a95950,1623243355055,vis_9,Node Link,selection-input_Labeling,2
187,e4fd31af-a55d-46dc-b65d-391342a95950,1623243356582,hlp_1,Node link,Vis Manual,click
187,e4fd31af-a55d-46dc-b65d-391342a95950,1623243395579,log_17,page,focus,mat-nl
187,e4fd31af-a55d-46dc-b65d-391342a95950,1623243395580,log_9,start logging,webpage,mat-nl
187,e4fd31af-a55d-46dc-b65d-391342a95950,1623243408711,log_15,General feedback,,mat-nl
187,e4fd31af-a55d-46dc-b65d-391342a95950,1623243415234,log_18,page,blur,mat-nl
187,e4fd31af-a55d-46dc-b65d-391342a95950,1623243715522,log_13,page,No activity detected,mat-nl
187,e4fd31af-a55d-46dc-b65d-391342a95950,1623244823588,log_17,page,focus,logbook
187,e4fd31af-a55d-46dc-b65d-391342a95950,1623244823589,log_9,start logging,webpage,logbook
187,e4fd31af-a55d-46dc-b65d-391342a95950,1623244825452,log_12,page,close,/web/dataview.html
187,e4fd31af-a55d-46dc-b65d-391342a95950,1623244825463,log_17,page,focus,dataview
187,e4fd31af-a55d-46dc-b65d-391342a95950,1623244825464,log_9,start logging,webpage,dataview
187,e4fd31af-a55d-46dc-b65d-391342a95950,1623244826387,log_12,page,close,/web/dataview.html
187,e4fd31af-a55d-46dc-b65d-391342a95950,1623244826396,log_17,page,focus,matrix
187,e4fd31af-a55d-46dc-b65d-391342a95950,1623244826397,log_9,start logging,webpage,matrix
187,e4fd31af-a55d-46dc-b65d-391342a95950,1623244827804,log_12,page,close,/web/matrix.html
187,e4fd31af-a55d-46dc-b65d-391342a95950,1623244827804,log_13,page,No activity detected,matrix
187,e4fd31af-a55d-46dc-b65d-391342a95950,1623244827815,log_18,page,blur,matrix
187,e4fd31af-a55d-46dc-b65d-391342a95950,1623244827822,log_17,page,focus,mat-nl
187,e4fd31af-a55d-46dc-b65d-391342a95950,1623244827823,log_9,start logging,webpage,mat-nl
187,e4fd31af-a55d-46dc-b65d-391342a95950,1623244830420,log_12,page,close,/web/mat-nl.html
187,e4fd31af-a55d-46dc-b65d-391342a95950,1623244830420,log_13,page,No activity detected,mat-nl
187,e4fd31af-a55d-46dc-b65d-391342a95950,1623244830421,log_18,page,blur,mat-nl
187,e4fd31af-a55d-46dc-b65d-391342a95950,1623244830428,log_17,page,focus,dataview
187,e4fd31af-a55d-46dc-b65d-391342a95950,1623244830429,log_9,start logging,webpage,dataview
187,e4fd31af-a55d-46dc-b65d-391342a95950,1623244832267,log_12,page,close,/web/dataview.html
